Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
226;5600152869;"Novos Estudos CEBRAP";journal;"01013300, 19805403";"Centro Brasileiro de Analise e Planejamento";Yes;Yes;0,170;Q3;26;19;76;736;39;76;0,47;38,74;57,69;0;Brazil;Latin America;"Centro Brasileiro de Analise e Planejamento";"2007-2025";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
227;27739;"Atenea";journal;"07161840, 07180462";"Universidad de Concepcion";Yes;Yes;0,169;Q3;10;51;85;1319;15;81;0,10;25,86;53,85;0;Chile;Latin America;"Universidad de Concepcion";"1979, 1984, 2000-2001, 2007-2025";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
228;21101315872;"Revista Juridica Digital Uandes";journal;"07197942";"University of the Andes";Yes;No;0,169;Q3;2;3;43;196;9;43;0,24;65,33;33,33;0;Chile;Latin America;"University of the Andes";"2021-2025";"Law (Q3)";"Social Sciences"
229;12100154831;"Universum";journal;"0716498X, 07182376";"Universidad de Talca";Yes;Yes;0,169;Q3;17;18;115;603;46;107;0,36;33,50;40,00;0;Chile;Latin America;"Universidad de Talca";"2008-2025";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
230;21101196158;"Devenir (Peru)";journal;"26164949, 23127562";"National University of Engineering Faculty of Architecture, Urban Planning and Arts";Yes;Yes;0,168;Q3;4;16;55;471;16;51;0,19;29,44;25,00;0;Peru;Latin America;"National University of Engineering Faculty of Architecture, Urban Planning and Arts";"2019-2025";"History (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); Architecture (Q3)";"Arts and Humanities; Engineering; Social Sciences"
231;21101039156;"Encontros Bibli";journal;"15182924";"Universidade Federal de Santa Catarina";Yes;Yes;0,168;Q3;10;50;122;1791;56;121;0,53;35,82;46,53;0;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2019-2025";"Library and Information Sciences (Q3); Information Systems (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Social Sciences"
232;21100264366;"Revista Brasileira de Ciencias do Esporte";journal;"01013289, 21793255";"Colegio Brasileiro de Ciencias do Esporte";Yes;Yes;0,168;Q4;13;38;133;1271;41;131;0,37;33,45;30,09;0;Brazil;Latin America;"Colegio Brasileiro de Ciencias do Esporte";"2013-2026";"Health (social science) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Social Sciences"
233;39636;"Tropical Agriculture";journal;"00413216";"University of the West Indies";No;No;0,167;Q4;21;56;96;2345;54;90;0,55;41,88;28,65;0;Trinidad and Tobago;Latin America;"University of the West Indies";"1979-1980, 1982-1983, 1985, 1987-2025";"Agronomy and Crop Science (Q4); Development (Q4)";"Agricultural and Biological Sciences; Social Sciences"
234;21101060113;"Boletin de la Academia Peruana de la Lengua";journal;"27082644, 05676002";"Academia Peruana de la Lengua";Yes;Yes;0,166;Q2;6;5;101;136;22;97;0,12;27,20;50,00;0;Peru;Latin America;"Academia Peruana de la Lengua";"2020-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
235;21100877822;"Revista Argentina de Ciencias del Comportamiento";journal;"18524206";"Universidad Nacional de Cordoba - Facultad de Psicologia";Yes;Yes;0,166;Q2;10;24;100;1286;45;99;0,43;53,58;50,62;0;Argentina;Latin America;"Universidad Nacional de Cordoba - Facultad de Psicologia";"2018-2025";"Linguistics and Language (Q2); Behavioral Neuroscience (Q4); Developmental and Educational Psychology (Q4); Experimental and Cognitive Psychology (Q4)";"Neuroscience; Psychology; Social Sciences"
236;21101075274;"Revista de Direito Economico e Socioambiental";journal;"2179345X, 21798214";"Pontificia Universidade Catolica do Parana";Yes;Yes;0,165;Q3;5;40;71;2234;11;71;0,16;55,85;42,86;0;Brazil;Latin America;"Pontificia Universidade Catolica do Parana";"2019-2026";"Law (Q3)";"Social Sciences"
237;21100913566;"Revista de Gestao Ambiental e Sustentabilidade";journal;"23169834";"Universidade Nove de Julho-UNINOVE";Yes;No;0,165;Q3;6;9;75;429;41;74;0,61;47,67;36,00;0;Brazil;Latin America;"Universidade Nove de Julho-UNINOVE";"2019-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
238;5200152619;"Revista de Sociologia e Politica";journal;"01044478, 16789873";"Universidade Federal do Parana";Yes;No;0,165;Q3;22;6;73;337;24;73;0,31;56,17;50,00;0;Brazil;Latin America;"Universidade Federal do Parana";"2006-2025";"Sociology and Political Science (Q3)";"Social Sciences"
239;19900191876;"Transinformacao";journal;"01033786";"Pontificia Universidade Catolica de Campinas";Yes;Yes;0,164;Q3;15;31;99;1253;57;99;0,51;40,42;49,32;0;Brazil;Latin America;"Pontificia Universidade Catolica de Campinas";"2010-2025";"Museology (Q2); Communication (Q3); Library and Information Sciences (Q3); Information Systems (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
240;21101196742;"Clio. Revista de Historia, Ciencias Humanas y Pensamiento Critico.";journal;"26609037";"Ediciones Clio";Yes;Yes;0,163;Q3;4;161;99;5774;44;85;0,54;35,86;49,65;0;Mexico;Latin America;"Ediciones Clio";"2021-2026";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
241;21101152541;"Ius et Veritas";journal;"19952929, 24118834";"Pontificia Universidad Catolica del Peru";No;No;0,163;Q3;5;16;91;937;22;86;0,12;58,56;53,33;0;Peru;Latin America;"Pontificia Universidad Catolica del Peru";"2019-2025";"Law (Q3)";"Social Sciences"
242;21101039257;"Revista Brasileira de Estudos Politicos";journal;"23595736, 00347191";"Universidade Federal de Minas Gerais, Faculdade de Letras";Yes;Yes;0,163;Q3;5;20;96;730;12;93;0,15;36,50;26,92;0;Brazil;Latin America;"Universidade Federal de Minas Gerais, Faculdade de Letras";"2019-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
243;21100812584;"Revista Republicana";journal;"19094450, 22565027";"Corporacion Universitaria Republicana";Yes;No;0,163;Q3;9;18;60;664;13;60;0,23;36,89;21,88;0;Colombia;Latin America;"Corporacion Universitaria Republicana";"2016-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
244;21101090587;"Investigacion en Educacion Medica";journal;"20075057, 2007865X";"Universidad Nacional Autonoma de Mexico";No;No;0,163;Q4;12;59;183;1364;81;135;0,35;23,12;45,30;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2019-2026";"Health Professions (miscellaneous) (Q3); Education (Q4); Health Informatics (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine; Social Sciences"
245;21101114008;"Anuario Electronico de Estudios en Comunicacion Social Disertaciones";journal;"18569536";"Universidad del Rosario";Yes;Yes;0,162;Q3;5;24;95;994;46;89;0,35;41,42;57,14;0;Colombia;Latin America;"Universidad del Rosario";"2019-2026";"Communication (Q3); Library and Information Sciences (Q3)";"Social Sciences"
246;21100903229;"Forma y Funcion";journal;"0120338X, 22565469";"Universidad Nacional de Colombia";Yes;Yes;0,161;Q3;4;19;45;880;22;43;0,39;46,32;54,84;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2019-2025";"Linguistics and Language (Q3)";"Social Sciences"
247;21101057624;"Acta Scientiarum - Education";journal;"21785198, 21785201";"Universidade Estadual de Maringa";Yes;Yes;0,161;Q4;4;51;145;1940;32;142;0,23;38,04;66,28;0;Brazil;Latin America;"Universidade Estadual de Maringa";"2019-2026";"Education (Q4)";"Social Sciences"
248;21101196739;"Acervo";journal;"22378723, 0102700X";"Arquivo Nacional";Yes;Yes;0,160;Q3;2;67;177;2459;11;161;0,07;36,70;46,67;0;Brazil;Latin America;"Arquivo Nacional";"2019-2025";"History (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
249;21100821156;"Cinta de Moebio";journal;"0717554X";"Universidad de Chile, Facultad de Ciencias Sociales";Yes;Yes;0,160;Q3;9;3;46;30;20;46;0,19;10,00;0,00;0;Chile;Latin America;"Universidad de Chile, Facultad de Ciencias Sociales";"2016-2025";"Philosophy (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
250;21101039229;"Revista de Direito";journal;"25270389, 18068790";"Universidade Federal de Vicosa";Yes;Yes;0,160;Q3;3;45;81;1428;14;80;0,22;31,73;44,44;0;Brazil;Latin America;"Universidade Federal de Vicosa";"2019-2026";"Law (Q3)";"Social Sciences"
251;21101172239;"Palabra Clave (La Plata)";journal;"18539912, 16662938";"Universidad Nacional de La Plata";Yes;Yes;0,159;Q3;3;23;67;597;25;58;0,33;25,96;63,33;0;Argentina;Latin America;"Universidad Nacional de La Plata";"2022-2025";"Library and Information Sciences (Q3)";"Social Sciences"
252;21101152620;"Revista Iberoamericana de la Propiedad Intelectual";journal;"2422569X";"Austral University";Yes;Yes;0,159;Q3;2;26;42;1369;8;37;0,15;52,65;34,78;0;Argentina;Latin America;"Austral University";"2019-2025";"Law (Q3)";"Social Sciences"
253;5700161162;"Papeles de Poblacion";journal;"14057425, 24487147";"Universidad Autonoma del Estado de Mexico";Yes;Yes;0,159;Q4;18;20;80;811;26;68;0,30;40,55;50,00;0;Mexico;Latin America;"Universidad Autonoma del Estado de Mexico";"1997-1998, 2002-2003, 2008-2026";"Demography (Q4)";"Social Sciences"
254;21101121920;"Estudios de Derecho";journal;"21456151, 01201867";"Universidad de Antioquia";Yes;Yes;0,158;Q3;4;13;52;576;12;50;0,26;44,31;31,25;0;Colombia;Latin America;"Universidad de Antioquia";"2019-2025";"Law (Q3); Political Science and International Relations (Q4)";"Social Sciences"
255;21101045759;"Encuentros (Maracaibo)";journal;"26108046, 23436131";"Universidad Nacional Experimental Rafael Maria Baralt";Yes;Yes;0,157;Q3;6;107;256;3372;100;246;0,46;31,51;45,27;0;Venezuela;Latin America;"Universidad Nacional Experimental Rafael Maria Baralt";"2019-2025";"History (Q2); Philosophy (Q2); Anthropology (Q3); Sociology and Political Science (Q3); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
256;21101105297;"Comunicacion y Medios";journal;"07163991, 07191529";"Universidad de Chile";Yes;Yes;0,156;Q3;6;26;89;1019;27;79;0,31;39,19;53,19;0;Chile;Latin America;"Universidad de Chile";"2019-2025";"Communication (Q3); Linguistics and Language (Q3)";"Social Sciences"
257;19700173159;"Reforma y Democracia";journal;"13152378";"Centro Latinoamericano de Administracion para el Desarrollo";No;No;0,156;Q4;9;23;63;917;24;63;0,39;39,87;39,02;0;Venezuela;Latin America;"Centro Latinoamericano de Administracion para el Desarrollo";"2008-2025";"Public Administration (Q4); Sociology and Political Science (Q4)";"Social Sciences"
258;5000160208;"Revista Cubana de Educacion Medica Superior";journal;"08642141, 15612902";"Editorial Ciencias Medicas";Yes;Yes;0,156;Q4;18;73;185;1635;56;163;0,36;22,40;51,88;0;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-2002, 2006-2007, 2009-2026";"Education (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences"
259;21101176853;"Projeto Historia";journal;"01024442, 21762767";"Pontifícia Universidade Católica de São Paulo";Yes;Yes;0,155;Q4;3;62;131;2168;16;118;0,16;34,97;47,06;0;Brazil;Latin America;"Pontifícia Universidade Católica de São Paulo";"2019-2025";"History (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
260;5700190690;"Nueva Revista de Filologia Hispanica";journal;"01850121, 24486558";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,154;Q3;8;23;86;1007;19;86;0,20;43,78;40,91;0;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"2011-2026";"Linguistics and Language (Q3)";"Social Sciences"
261;21101238418;"InfoDesign";journal;"18085377";"Sociedade Brasileira de Design da Informacao";Yes;Yes;0,154;Q4;3;24;85;550;13;76;0,12;22,92;50,00;0;Brazil;Latin America;"Sociedade Brasileira de Design da Informacao";"2021-2025";"Arts and Humanities (miscellaneous) (Q3); Communication (Q4); Computer Graphics and Computer-Aided Design (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
262;21100900136;"Perspectiva Teologica";journal;"21768757, 01024469";"Faculdade Jesuita de Filosofia e Teologia";Yes;Yes;0,154;Q4;4;42;134;1279;13;120;0,06;30,45;27,59;0;Brazil;Latin America;"Faculdade Jesuita de Filosofia e Teologia";"2018-2025";"Philosophy (Q2); Religious Studies (Q2); Education (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
263;13236;"Investigaciones Geograficas";journal;"24487279, 01884611";"Instituto de Geografia";Yes;Yes;0,153;Q4;23;19;158;818;51;135;0,27;43,05;33,33;0;Mexico;Latin America;"Instituto de Geografia";"1969, 1984, 1990-1993, 1995-1996, 2001, 2003-2025";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
264;21100312401;"Revista Cubana de Informacion en Ciencias de la Salud";journal;"23072113";"Centro Nacional de Informacion de Ciencias Medicas";Yes;Yes;0,152;Q3;17;42;185;1180;44;167;0,23;28,10;51,81;0;Cuba;Latin America;"Centro Nacional de Informacion de Ciencias Medicas";"2013-2026";"Library and Information Sciences (Q3); Health Information Management (Q4); Health Policy (Q4)";"Health Professions; Medicine; Social Sciences"
265;21100940511;"Territorios";journal;"01238418, 22157484";"Universidad del Rosario";Yes;Yes;0,152;Q3;6;29;93;1354;33;87;0,30;46,69;46,15;1;Colombia;Latin America;"Universidad del Rosario";"2019-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
266;10300153373;"Agroalimentaria";journal;"13160354";"Centro de Investigaciones Agroalimentarias (CIAAL)";Yes;Yes;0,152;Q4;9;18;62;622;16;55;0,34;34,56;45,00;0;Venezuela;Latin America;"Centro de Investigaciones Agroalimentarias (CIAAL)";"2007-2025";"Economics, Econometrics and Finance (miscellaneous) (Q4); Food Science (Q4); Social Sciences (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
267;19500157818;"Cuadernos de Desarrollo Rural";journal;"01221450, 22157727";"Pontificia Universidad Javeriana";Yes;Yes;0,152;Q4;16;7;28;319;13;28;0,27;45,57;27,78;0;Colombia;Latin America;"Pontificia Universidad Javeriana";"2008-2025";"Agronomy and Crop Science (Q4); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
268;21101067386;"Revista U.D.C.A Actualidad and Divulgacion Cientifica";journal;"26192551, 01234226";"Universidad de Ciencias Aplicadas y Ambientales U.D.C.A";Yes;Yes;0,152;Q4;8;33;136;1428;66;131;0,36;43,27;39,45;0;Colombia;Latin America;"Universidad de Ciencias Aplicadas y Ambientales U.D.C.A";"2019-2025";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Social Sciences"
269;4700153602;"Sociologias";journal;"15174522";"Instituto de Filosofia e Ciencias Humanas-UFRGS";Yes;Yes;0,152;Q4;24;1;105;67;39;103;0,25;67,00;100,00;0;Brazil;Latin America;"Instituto de Filosofia e Ciencias Humanas-UFRGS";"2000-2025";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
270;21100259543;"Anuario Colombiano de Historia Social y de la Cultura";journal;"01202456, 22565647";"Universidad Nacional de Colombia";Yes;Yes;0,151;Q2;11;41;118;1802;24;114;0,20;43,95;35,14;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2013-2025";"Cultural Studies (Q2); History (Q2)";"Arts and Humanities; Social Sciences"
271;5800172268;"Boletin Mexicano de Derecho Comparado";journal;"00418633";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,151;Q3;12;30;96;1427;19;96;0,14;47,57;51,72;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1991, 2009-2026";"Law (Q3)";"Social Sciences"
272;21100837220;"Revista Latinoamericana de Derecho Social";journal;"24487899, 18704670";"Universidad Nacional Autonoma de Mexico, Instituto de Astronomia";Yes;Yes;0,151;Q3;6;53;65;1705;14;65;0,13;32,17;33,33;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico, Instituto de Astronomia";"2016-2025";"Law (Q3)";"Social Sciences"
273;21100845376;"Veredas do Direito";journal;"18063845, 21798699";"Editora Dom Helder";Yes;Yes;0,151;Q3;5;17;95;735;19;93;0,26;43,24;51,85;0;Brazil;Latin America;"Editora Dom Helder";"2017-2025";"Law (Q3); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
274;5600153115;"Tempo Social";journal;"18094554, 01032070";"Universidade de Sao Paulo. Museu de Zoologia";Yes;Yes;0,151;Q4;21;11;111;300;39;111;0,32;27,27;45,45;0;Brazil;Latin America;"Universidade de Sao Paulo. Museu de Zoologia";"2007-2025";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
275;19900188395;"Revista de Direito Sanitario";journal;"15164179, 23169044";"Universidade De Sao Paulo";Yes;Yes;0,150;Q3;5;18;76;777;16;75;0,05;43,17;40,63;0;Brazil;Latin America;"Universidade De Sao Paulo";"2016-2025";"Law (Q3); Health (social science) (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences"
276;11600153630;"Innovar";journal;"22486968, 01215051";"Universidad Nacional de Colombia";Yes;Yes;0,150;Q4;20;46;133;3058;91;120;0,61;66,48;49,48;1;Colombia;Latin America;"Universidad Nacional de Colombia";"2008-2026";"Accounting (Q4); Marketing (Q4); Public Administration (Q4); Sociology and Political Science (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
277;21101114178;"Poblacion y Salud en Mesoamerica";journal;"16590201";"Universidad de Costa Rica";Yes;Yes;0,150;Q4;6;8;105;317;36;102;0,39;39,63;43,48;0;Costa Rica;Latin America;"Universidad de Costa Rica";"2019-2025";"Demography (Q4); Epidemiology (Q4); Health Informatics (Q4); Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Social Sciences"
278;21100812388;"Revista Criminalidad";journal;"17943108, 22565531";"Policia Nacional de Colombia";Yes;Yes;0,149;Q3;9;26;98;1397;38;94;0,30;53,73;27,27;0;Colombia;Latin America;"Policia Nacional de Colombia";"2015-2025";"Arts and Humanities (miscellaneous) (Q3); Law (Q3); Social Psychology (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Psychology; Social Sciences"
279;21101152765;"Revista Justicia y Derecho";journal;"07199392";"Universidad Autonoma de Chile";Yes;Yes;0,149;Q3;5;29;41;1331;12;40;0,23;45,90;39,39;0;Chile;Latin America;"Universidad Autonoma de Chile";"2019-2025";"Law (Q3); Political Science and International Relations (Q4)";"Social Sciences"
280;21101141651;"Revista Guillermo de Ockham";journal;"1794192X, 22563202";"University of San Buenaventura - Cali";Yes;Yes;0,149;Q4;6;20;108;1022;39;98;0,34;51,10;41,03;0;Colombia;Latin America;"University of San Buenaventura - Cali";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
281;21101064979;"Revista Historia Social y de las Mentalidades";journal;"07175248, 07194749";"Universidad de Santiago de Chile";Yes;Yes;0,149;Q4;5;23;66;906;11;60;0,17;39,39;60,00;0;Chile;Latin America;"Universidad de Santiago de Chile";"2019-2025";"History (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
282;21101209908;"Estoa";journal;"13907263, 13909274";"";Yes;Yes;0,148;Q3;3;38;58;1357;18;54;0,31;35,71;60,92;0;Ecuador;Latin America;"";"2023-2026";"Architecture (Q3); Urban Studies (Q3); Building and Construction (Q4)";"Engineering; Social Sciences"
283;21100304230;"Lengua y Habla";journal;"2244811X, 13161180";"Universidad de Los Andes";Yes;Yes;0,148;Q3;8;31;47;1254;6;46;0,18;40,45;44,74;0;Venezuela;Latin America;"Universidad de Los Andes";"2013-2025";"Linguistics and Language (Q3)";"Social Sciences"
284;21100901898;"Revista Digital de Biblioteconomia e Ciencia da Informacao";journal;"1678765X";"Universidade Estadual de Campinas UNICAMP";Yes;Yes;0,147;Q3;7;40;105;1335;45;102;0,35;33,38;55,56;0;Brazil;Latin America;"Universidade Estadual de Campinas UNICAMP";"2018-2026";"Library and Information Sciences (Q3); Education (Q4); Information Systems (Q4); Public Administration (Q4)";"Computer Science; Social Sciences"
285;21101152859;"Revista Kawsaypacha: Sociedad y Medio Ambiente";journal;"27093689, 25232894";"Pontificia Universidad Catolica del Peru";Yes;Yes;0,147;Q3;4;46;80;1697;43;76;0,56;36,89;41,10;0;Peru;Latin America;"Pontificia Universidad Catolica del Peru";"2019-2025";"Cultural Studies (Q3); Ecology (Q4); Environmental Science (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4)";"Environmental Science; Social Sciences"
286;21101213848;"Sequencia";journal;"21777055, 01019562";"Universidade Federal de Santa Catarina";Yes;Yes;0,147;Q3;4;32;97;1177;12;96;0,05;36,78;57,14;0;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2020-2025";"Law (Q3)";"Social Sciences"
287;21101251521;"Estudios en Derecho a la Informacion";journal;"25940082, 26832038";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,146;Q3;3;12;38;539;12;35;0,35;44,92;30,77;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2019-2026";"Law (Q3); Education (Q4); Public Administration (Q4); Sociology and Political Science (Q4)";"Social Sciences"
288;5800207596;"Linguistica";journal;"2079312X, 11320214";"Asociacion de Linguistica y Filologia de la America Latina";Yes;Yes;0,146;Q3;8;5;57;177;8;52;0,14;35,40;40,00;0;Uruguay;Latin America;"Asociacion de Linguistica y Filologia de la America Latina";"2012-2025";"Linguistics and Language (Q3); Artificial Intelligence (Q4)";"Computer Science; Social Sciences"
289;21101060641;"Hacia la Promocion de la Salud";journal;"01217577, 24628425";"Universidad de Caldas";Yes;Yes;0,146;Q4;8;18;85;615;23;75;0,08;34,17;58,33;0;Colombia;Latin America;"Universidad de Caldas";"2019-2025";"Health Professions (miscellaneous) (Q3); Community and Home Care (Q4); Health Policy (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine; Nursing; Social Sciences"
290;21101211361;"Onomastica desde America Latina";journal;"26752719";"Universidade Estadual do Oeste do Parana";Yes;Yes;0,145;Q3;5;22;55;454;6;55;0,13;20,64;65,00;0;Brazil;Latin America;"Universidade Estadual do Oeste do Parana";"2020-2026";"Anthropology (Q3); Linguistics and Language (Q3); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
291;21101146385;"Revista Direito e Sexualidade";journal;"26753596";"Universidade Federal da Bahia";Yes;Yes;0,145;Q3;3;25;95;838;9;55;0,07;33,52;47,83;0;Brazil;Latin America;"Universidade Federal da Bahia";"2020-2025";"Law (Q3); Gender Studies (Q4)";"Social Sciences"
292;19700186945;"Journal of Urban and Environmental Engineering";journal;"19823932";"Universidade Federal da Paraiba";Yes;Yes;0,145;Q4;22;6;41;260;10;41;0,19;43,33;35,71;0;Brazil;Latin America;"Universidade Federal da Paraiba";"2007-2025";"Environmental Engineering (Q4); Urban Studies (Q4)";"Environmental Science; Social Sciences"
293;21101216647;"Turismo y Sociedad";journal;"2346206X, 01207555";"Universidad Externado de Colombia";Yes;Yes;0,144;Q4;7;25;91;1351;38;88;0,34;54,04;43,40;0;Colombia;Latin America;"Universidad Externado de Colombia";"2020-2026";"Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
294;19900192005;"Onomazein";journal;"07171285, 07185758";"Pontificia Universidad Catolica de Chile";Yes;No;0,143;Q3;18;55;191;1933;53;186;0,30;35,15;52,63;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2011-2025";"Linguistics and Language (Q3)";"Social Sciences"
295;21101016920;"Revista Juridica";journal;"2316753X";"Centro Universitario Curitiba - UNICURITIBA";Yes;Yes;0,143;Q4;7;72;449;2000;87;449;0,28;27,78;29,79;0;Brazil;Latin America;"Centro Universitario Curitiba - UNICURITIBA";"2020-2025";"Law (Q4)";"Social Sciences"
296;5100154602;"Mana: Estudos de Antropologia Social";journal;"16784944, 01049313";"Universidade Federal do Rio de Janeiro";Yes;Yes;0,142;Q3;20;0;113;0;36;113;0,15;0,00;0,00;0;Brazil;Latin America;"Universidade Federal do Rio de Janeiro";"2006-2024";"Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
297;21100218527;"AUS";journal;"07187262, 0718204X";"Universidad Austral de Chile";Yes;No;0,142;Q4;8;13;80;408;24;75;0,27;31,38;48,00;0;Chile;Latin America;"Universidad Austral de Chile";"2012-2025";"Architecture (Q3); Urban Studies (Q4)";"Engineering; Social Sciences"
298;21100432496;"Revista de Derecho Privado";journal;"01234366, 23462442";"Universidad Externado de Colombia";Yes;Yes;0,142;Q4;9;22;70;1394;14;69;0,27;63,36;52,38;0;Colombia;Latin America;"Universidad Externado de Colombia";"2015-2026";"Law (Q4)";"Social Sciences"
299;21100316036;"Signo y Pensamiento";journal;"01204823, 20272731";"Pontificia Universidad Javeriana";Yes;Yes;0,139;Q3;9;14;68;682;13;68;0,14;48,71;56,52;0;Colombia;Latin America;"Pontificia Universidad Javeriana";"2014-2025";"Linguistics and Language (Q3); Communication (Q4)";"Social Sciences"
300;21100784205;"Revista de la Educacion Superior";journal;"23959037, 01852760";"Asociacion Nacional de Universidad e Instituciones de Educacion Superior";Yes;Yes;0,139;Q4;19;24;89;768;32;89;0,28;32,00;54,29;0;Mexico;Latin America;"Asociacion Nacional de Universidad e Instituciones de Educacion Superior";"2006, 2014-2025";"Education (Q4)";"Social Sciences"
301;21101196447;"Revista Oficial del Poder Judicial";journal;"19976682, 26639130";"Poder Judicial del Peru";Yes;Yes;0,139;Q4;3;29;83;1143;16;76;0,26;39,41;45,00;0;Peru;Latin America;"Poder Judicial del Peru";"2020-2025";"Law (Q4)";"Social Sciences"
302;21101074854;"Brazilian English Language Teaching Journal";journal;"21783640";"Editora Universitaria da PUCRS";Yes;Yes;0,138;Q3;4;0;13;0;9;13;0,75;0,00;0,00;0;Brazil;Latin America;"Editora Universitaria da PUCRS";"2019-2023";"Linguistics and Language (Q3); Education (Q4)";"Social Sciences"
303;21100937582;"Economia y Politica";journal;"07194714, 07194803";"Universidad Adolfo Ibanez";Yes;Yes;0,138;Q3;5;8;30;467;7;30;0,05;58,38;22,22;0;Chile;Latin America;"Universidad Adolfo Ibanez";"2019-2025";"Cultural Studies (Q3); Economics and Econometrics (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
304;21101028201;"Divergencia";journal;"07192398";"Taller de Historia Politica O.C.F.";No;No;0,138;Q4;4;22;47;908;12;45;0,22;41,27;11,76;0;Chile;Latin America;"Taller de Historia Politica O.C.F.";"2019-2025";"History (Q2); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
